id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
12169927,Modern apartment in LoHi,78356,Gabriel + Vanessa,,Highland,39.7659328975744,-105.0147131718534,Entire home/apt,115,3,112,2018-08-13,3.90,1,334
12172692,"Open, bright, mountain-view loft",20168663,Suzanne,,Five Points,39.760252444409865,-105.00016616657902,Entire home/apt,145,3,4,2016-08-02,0.15,1,0
12186872,Wash Park Carriage House Apartment,5492143,Adam,,Washington Park West,39.69931921610797,-104.98137233603653,Entire home/apt,83,1,137,2018-08-15,4.93,1,333
12194501,Townhouse near DTC & the lightrail,65553602,Jeff,,Hampden South,39.6413061552608,-104.88154636559553,Private room,53,1,95,2018-08-19,3.41,1,154
12204091,LoHi walk anywhere,35890384,Beatriz,,Highland,39.76519957311011,-105.00351650319296,Entire home/apt,100,3,2,2017-07-06,0.14,2,20
12207545,Beautiful home near Cherry Creek,1513183,Sharon,,Lowry Field,39.720381055940436,-104.90550777066201,Entire home/apt,178,3,4,2017-07-15,0.16,1,0
12208084,"Sunny, friendly, quite bungelow",65652940,Lisa Velleca,,West Highland,39.765373365250696,-105.0541627503039,Entire home/apt,100,1,1,2016-06-02,0.04,1,28
12210358,Spectacular Sloans Lake Treasure,7796684,Susan,,West Colfax,39.74373247113697,-105.04564355897384,Entire home/apt,200,2,48,2018-08-16,1.68,5,294
12211839,"Comfy, very affordable 2bd 2ba",4391882,Maria,,Goldsmith,39.67487869624589,-104.91628713183873,Entire home/apt,79,1,14,2016-05-30,0.48,1,0
12214224,Condo in Happening 5 Points Just Outside Downtown,43130573,Sarah,,Five Points,39.75211773031312,-104.97997870998672,Entire home/apt,122,1,25,2018-08-12,1.64,2,196
12227790,Bright Basement 1 Bedroom Apt.,65781133,Holley,,Whittier,39.75719171030534,-104.96423174131002,Entire home/apt,83,2,39,2018-08-21,1.36,1,314
12230966,Luxury Micro Apartment,12545332,Laura,,Sloan Lake,39.754913503474036,-105.0334220653789,Entire home/apt,95,2,61,2018-08-19,2.20,1,145
12247042,Stylish Wash Park Condo,11571802,Izzy,,University Park,39.676509711845675,-104.95856413337519,Entire home/apt,189,1,13,2016-10-02,0.46,1,0
12251369,Modern Ballpark Loft in LoDo,49224678,Matt,,Five Points,39.755478361733225,-104.99272219740227,Private room,600,1,11,2018-07-28,0.40,2,358
12267876,Downtown Views- Modern Townhome in Jefferson Park,66076427,Chris,,Jefferson Park,39.747918402873026,-105.02094248385421,Entire home/apt,263,2,93,2018-08-20,3.25,1,327
12270856,Hip Neighborhood! Comfy house! No car needed!,2102215,Mckenzie,,Five Points,39.74946132563735,-104.97559917475172,Entire home/apt,139,1,32,2018-07-05,1.24,7,316
12276698,Downtown Casa in Denver’s Historic Arts District,29217734,Vincent,,Lincoln Park,39.72936154168853,-104.99589127999762,Entire home/apt,195,1,98,2018-08-23,5.95,6,341
12288253,Colorful & Loving Denver Condo (Private Room),59101118,Lauren & Natalie,,Washington Virginia Vale,39.69457279150848,-104.90807264472262,Private room,54,1,280,2018-08-24,9.93,3,311
12291045,"2 bdrm lower level suite ~ cozy, clean & quiet!",66243351,Dianne,,Hampden,39.662927629616966,-104.88897121191594,Private room,60,2,34,2018-07-02,1.18,1,78
12292295,5 Bed / 4 Bath New Custom Home,57794835,J,,Sloan Lake,39.75019150983347,-105.03258900021285,Entire home/apt,295,2,94,2018-07-30,3.33,1,314
12309646,Beautiful Wash Park TownHouse,51027608,Elena,,Washington Park West,39.706718845090364,-104.98222506993709,Entire home/apt,70,7,3,2017-05-15,0.17,1,0
12322606,| Urban Downtown Condo |,43728594,Electra,,Five Points,39.753814165270136,-104.98562976840522,Entire home/apt,125,2,8,2018-07-05,0.33,1,4
12326448,Quaint and Close to Sloan's,23358512,Anne,,West Colfax,39.736864311819836,-105.03289842859431,Entire home/apt,71,2,138,2018-08-08,4.83,1,67
12336225,JC Quarters,65817365,Colette,,Stapleton,39.75599012631533,-104.89709084140749,Entire home/apt,135,2,7,2017-10-01,0.24,1,336
12355663,Beautiful City Park Character Home,4272021,Sasha,,City Park West,39.74842022783509,-104.96155367309632,Entire home/apt,100,1,116,2018-08-12,11.45,4,53
12365447,Urban Farmhouse at Curtis Park,66801068,Patrick,,Five Points,39.75967669854568,-104.97435697930668,Entire home/apt,145,1,274,2018-08-12,9.67,1,288
12368893,Modern & Cozy Condo,35032325,Carly,,Stapleton,39.75420312245357,-104.9025426211355,Entire home/apt,100,1,14,2017-09-24,0.50,1,0
12378764,Amazing Highlands Home - 4 Beds Sleeps 8!,62275890,Mary,,Berkeley,39.77064091936394,-105.02724327400588,Entire home/apt,129,2,124,2018-08-12,4.46,5,265
12400738,6C Brooks Tower: Downtown Denver Two Bedroom Apt,6658113,Allison,,CBD,39.746692739216506,-104.99736095814566,Entire home/apt,107,30,2,2017-11-24,0.08,38,0
12405975,Bright and modern one bedroom apartment,25129743,Samantha,,Washington Park West,39.70195826130467,-104.98560028318894,Entire home/apt,110,1,87,2018-08-11,3.09,3,341
12445980,Charming garden-level studio near city & mountains,25972277,Sean,,West Highland,39.760176839218914,-105.04718917634885,Entire home/apt,74,2,101,2018-08-24,3.83,1,151
12446321,Wash Park! Close to Everything! Family Friendly!,188265,Chris,,Washington Park West,39.70204608888006,-104.97911636102491,Entire home/apt,289,2,34,2018-07-28,1.25,1,325
12451580,Sunnyside Bungalow Bedroom,14007548,Amberly,,Sunnyside,39.774327876113794,-105.00399462135938,Private room,51,2,51,2018-08-12,1.85,1,168
12454119,Studio in Heart of City Park--7 min to Downtown!,17794497,David,,City Park,39.74233547068386,-104.94481736601564,Entire home/apt,75,2,28,2018-08-03,1.42,2,130
12455228,Resort style living downtown Denver,15203290,Linh,,Capitol Hill,39.73235324315959,-104.98091223991612,Entire home/apt,73,90,3,2018-08-13,0.12,1,233
12464711,Cute bungalow in the heart of the Highlands area.,67453870,Shayna,,West Highland,39.75970405439112,-105.04639448842727,Entire home/apt,180,3,23,2018-08-16,1.35,2,269
12476899,Historical Victorian Landmark Whittier/Five Points,67536087,Beth,,Whittier,39.757736170080705,-104.9716382854037,Entire home/apt,475,3,10,2018-07-26,0.38,1,330
12487223,Cool Modern Sloans Lake Gem,7796684,Susan,,West Colfax,39.742398745030485,-105.0458909566528,Entire home/apt,160,2,49,2018-08-09,1.76,5,346
12492320,Victorian House,39171515,David,,Capitol Hill,39.72955887247382,-104.977351655122,Entire home/apt,120,2,9,2016-11-02,0.33,1,0
12496981,☆ Spacious | Near Red Rocks | 420 Friendly! ☆,9834932,Shalom,,Barnum West,39.719247007477406,-105.0479880830528,Entire home/apt,209,1,77,2018-08-24,3.40,3,153
12521444,Cozy home near Denver!,37425718,Manda,,Chaffee Park,39.78883795833302,-105.00916895013427,Private room,80,2,7,2017-07-17,0.25,3,81
12546318,Cozy room near Downtown Denver!!,37425718,Manda,,Chaffee Park,39.789327351370524,-105.00751794175207,Private room,45,2,41,2018-08-09,1.43,3,353
12561648,Luxury 1BR in Downtown Denver LODO,68094863,Ronnie,,Union Station,39.756186597436724,-105.00634654946558,Entire home/apt,175,1,22,2018-08-24,0.79,1,349
12565021,Private apartment in home close to light rail,15875244,Kim,,University Hills,39.67383125889642,-104.93751896326711,Private room,89,2,5,2018-02-09,0.28,1,106
12570017,Comfortable launching point!  (Master Suite),13611163,Sonja,,Fort Logan,39.63209058409852,-105.03974111318064,Private room,110,1,17,2018-01-01,0.64,4,365
12584849,two story home--quiet neighborhood,65204079,Alan,,Washington Virginia Vale,39.710944570497375,-104.90510360910969,Entire home/apt,175,7,2,2016-07-30,0.08,1,0
12606455,Cherry Creek North Comfort,47979834,Deana,,Congress Park,39.72903177060795,-104.95128497000532,Private room,125,1,63,2018-08-19,2.30,1,266
12622842,"Cozy, Private Room in a Warm & Inviting home!!!",37425718,Manda,,Chaffee Park,39.790849449379685,-105.00931291040956,Private room,35,2,69,2018-08-12,2.42,3,81
12623801,420 Cannabis  • Entire Basement Apt,39124,Dennis,,Five Points,39.76098080588482,-104.97869814624376,Entire home/apt,110,1,188,2018-08-09,6.64,1,335
12626903,2-Rm Basement Apt.  in Private Home,68558775,Josefina,,East Colfax,39.73854613594622,-104.89980724012734,Private room,40,30,11,2017-08-19,0.41,2,239
12649682,Charming Denver Highlands Bed&Bath,20696733,Maren,,Jefferson Park,39.75763912493388,-105.02061002208669,Private room,50,2,138,2018-08-02,4.86,2,34
12654017,Super central 2nd floor apartment,3256573,Daphne,,Speer,39.718718361866145,-104.98511657657727,Entire home/apt,88,2,69,2018-08-13,2.46,1,0
12681403,"17th & Larimer Private, Quiet Condo",11789577,John,,Union Station,39.749876139610954,-104.99546084703351,Entire home/apt,95,30,5,2017-06-24,0.21,1,145
12685709,Luxury House in the Heart of RiNo,48819895,Karl,,Five Points,39.76702057657941,-104.97431322460366,Entire home/apt,395,1,132,2018-08-19,4.68,1,332
12701263,1150 Vine Street Condo,69039229,Allison,,Cheesman Park,39.73335876565229,-104.96277830601197,Entire home/apt,84,2,10,2016-08-29,0.37,1,0
12703620,Peaceful Location Downtown Denver,29658264,Elissa,,Cole,39.76240754344635,-104.96331972125529,Entire home/apt,125,2,8,2018-06-03,0.32,1,0
12704191,LoDo Downtown Condo w Huge Balcony!,32442302,Rachel,,Union Station,39.75224764736046,-105.00407939522351,Entire home/apt,148,1,76,2017-04-28,2.71,1,0
12708238,Kookie's Kastle #1,69076268,Linda  And Lucille  Is My Puppy,,Washington Park,39.69939569541001,-104.96481456391005,Entire home/apt,89,3,12,2018-06-17,0.93,1,334
12711245,"Comfy, quiet, close to everything",2439154,Jay,,West Highland,39.76430999143419,-105.04364294917355,Private room,60,2,0,,,1,0
12753345,Hippest Hood! Walk Downtown!,66213305,Erica,,Highland,39.7652047629948,-105.01474688145098,Entire home/apt,112,1,3,2016-07-06,0.11,1,0
12756387,Spacious Sunny Home in LOHI,11303956,Ramsay,,Sunnyside,39.770523379123475,-105.00932816101431,Entire home/apt,100,3,3,2017-06-21,0.18,1,0
12761180,Private Apartment  In Historic Mansion,45325332,Chris,,Cheesman Park,39.73515768608759,-104.97144888075698,Entire home/apt,78,2,25,2018-08-03,2.71,1,269
12765811,The Gypsy in Cap hill/ w parking.,19527828,Joel,,Cheesman Park,39.737638690686296,-104.9726633105894,Entire home/apt,55,31,9,2018-02-28,0.42,1,213
12775875,Cozy Urban Cottage,10677257,Maggie,,Clayton,39.766553777107895,-104.95401535102633,Entire home/apt,115,2,15,2017-04-09,0.64,1,268
12776682,**Broncos Stadium**Red Rocks*Retreat Roof top deck,69519821,Curtis,,West Colfax,39.7460123447116,-105.02537130754362,Entire home/apt,79,1,175,2018-08-24,6.39,3,109
12791280,Sunny modern home with hot tub in hip NW Denver!,9405246,Alexandra,,Berkeley,39.77264755741278,-105.05199534970764,Entire home/apt,149,2,125,2018-08-24,4.43,1,268
12791310,Highlands Design Bungalow - 3br/3ba,6697737,Nilesh & Balin,,West Highland,39.76627850464416,-105.02673086706453,Entire home/apt,275,5,21,2018-07-21,0.77,1,0
12793912,Perfect Wash Park Home - 2 Blocks From Park,11166864,Travis,,Washington Park,39.71196061006775,-104.96781676363919,Entire home/apt,174,1,93,2018-08-16,3.55,2,97
12794679,Recently Renovated Pop-up Camper,69654070,Kathy,,Hampden South,39.64169992492599,-104.88649275736026,Entire home/apt,55,1,17,2018-06-25,0.64,1,178
12799600,"Cute cottage, 420, close 2 downtown & lightrail",4285384,Becca,,Clayton,39.77071345856522,-104.94338217293003,Entire home/apt,145,2,40,2018-08-13,1.53,2,28
12805325,"Spacious, Upscale 5BR Home in DU/Wash Park",651503,Liz,,University,39.67862563523645,-104.96639170700124,Entire home/apt,250,3,20,2018-06-17,0.73,1,27
12810519,Newly Remodeled Townhouse,36240220,Christopher,,Capitol Hill,39.72844408506969,-104.97693439308611,Entire home/apt,150,3,3,2016-08-03,0.11,2,0
12812975,Immaculate bungalow near downtown,2868799,Charles,,Five Points,39.76599525341803,-104.97338858398668,Entire home/apt,159,1,78,2018-08-19,2.82,1,340
12825349,Cozy row-home in Historic District Denver.,39698193,Tara,,Five Points,39.75143598654278,-104.98101066922248,Entire home/apt,93,2,6,2016-08-07,0.22,1,0
12834834,❤️ of Denver | Hot Tub | Patio | Parking | HBO,41330028,Cynthia,,Capitol Hill,39.737488918810044,-104.97304255343695,Entire home/apt,225,1,136,2018-08-12,5.07,2,294
12848712,Highlands/LoHi Home-Walk Everywhere! Sleeps 8!,70212538,Alena,,Highland,39.76604809626764,-105.01140732721267,Entire home/apt,99,2,98,2018-08-21,3.59,2,129
12864305,Wash Park Gaylord Street Retreat,69073112,Susan And Matt,,Washington Park,39.704858407566135,-104.96265559585703,Entire home/apt,115,2,177,2018-08-23,6.37,1,303
12871019,Colorful Capitol Hill Home,37442329,Damian,,Speer,39.72661970210759,-104.97340492607212,Entire home/apt,150,5,12,2018-06-10,0.46,1,0
12874653,Awesome 1bd in Cap Hill! Mt views!,19920643,David,,Capitol Hill,39.73738425093818,-104.9738066902561,Private room,45,5,1,2016-05-30,0.04,1,0
12889829,Renovated Duplex in LoHi Denver,70559245,David,,Highland,39.7677975499517,-104.99952948150872,Entire home/apt,135,2,176,2018-08-24,6.38,1,147
12890649,"Large, Beautiful Historic Home",70567723,Cecilia,,Capitol Hill,39.73086459349519,-104.98639492574667,Entire home/apt,800,3,41,2018-08-12,1.62,1,349
12890825,LoHi Home Away from Home,70569878,Aimee,,Highland,39.76365173871823,-105.01421418920945,Entire home/apt,200,3,3,2018-07-17,0.70,1,77
12901712,"Barista and Breakfast in a new, modern townhome",10767400,Mimi,,Capitol Hill,39.738031684707096,-104.9775397395048,Private room,125,2,61,2018-08-17,2.41,2,92
12915068,Country Club North private suite,70818124,Leanne,,Country Club,39.72810177796479,-104.96769160877176,Private room,100,1,113,2018-08-24,4.15,1,0
12915129,Private Floor in classic Berkeley Tudor,4546192,Anissa,,Regis,39.78856538909319,-105.0427621218306,Entire home/apt,80,2,64,2018-08-23,2.94,1,29
12931856,Luxury Home in Denver Neighborhood,45396502,Mary Ann,,Stapleton,39.7882629689648,-104.88751619464806,Entire home/apt,300,4,14,2018-07-01,0.53,1,38
12932332,Jersey in Denver,61577440,Rich,,Montclair,39.72582203110024,-104.92030807448572,Private room,60,1,134,2018-07-28,4.90,1,345
12932553,2bd in Cute Walking Neighborhood,71006726,Jess,,Sloan Lake,39.75355052171092,-105.03059743583911,Entire home/apt,70,30,20,2017-02-28,0.73,1,56
12933173,Designer bungalow in highlands,61877195,Kate,,West Highland,39.766826457908884,-105.03531365149757,Entire home/apt,290,3,18,2018-07-28,0.68,1,166
12948255,Rustic Home in 5 Points /RiNo - Sleeps 11!,15977380,Jake,,Whittier,39.7574684758098,-104.96931632252537,Entire home/apt,99,1,31,2018-08-12,1.14,1,69
12948807,Adorable Apartment in Baker,8003782,Caroline,,Baker,39.716388454006314,-104.9886260020763,Entire home/apt,145,1,66,2018-07-22,2.39,1,12
12953524,Rooftop Hot Tub! Townhome w/Spectacular City Views,62569079,Justin,,Jefferson Park,39.75143671685352,-105.02272536355828,Entire home/apt,350,2,52,2018-08-26,2.71,1,80
12963374,Wonderfully Restored 1893 Victorian in Curtis Park,47421139,Robert,,Five Points,39.75361244330412,-104.98249218990986,Private room,75,1,73,2018-08-03,3.08,2,66
12966487,Private room and bathroom in house,66662458,Silmara,,Marston,39.63007217268765,-105.08171822220426,Private room,30,30,0,,,1,214
12970037,Updated historic bungalow in heart of Denver,4550009,Preston,,Baker,39.71992463147865,-104.99322955584195,Entire home/apt,208,1,21,2018-08-22,0.82,2,134
12972487,Retro Pad by DU in Virginia Village,71381744,Tonya,,Virginia Village,39.68222383365993,-104.92766483380544,Entire home/apt,85,2,131,2018-08-25,4.78,1,154
12986223,Denver Sloan's Lake Retreat. Prime location.,71523260,Brian,,Sloan Lake,39.748531371219514,-105.03918927367133,Entire home/apt,110,1,86,2018-08-13,3.29,1,66
12990416,Private Backyard Shed,71572483,Susan,,Rosedale,39.67517782534708,-104.97539122874778,Private room,60,30,3,2016-09-21,0.12,3,0
12990793,1885 Victorian Suite,71576074,Patricia,,Five Points,39.758407055971404,-104.97954193094567,Private room,85,1,259,2018-08-23,9.40,1,288
12990921,Charming house in Highlands - Close to downtown,22157404,Ali,,Jefferson Park,39.75397340773435,-105.01974606929473,Entire home/apt,82,2,28,2018-06-03,1.02,1,5
12991472,King RiNo - Private Yard,55608382,Douglas,,Five Points,39.76268843078873,-104.97953724173722,Entire home/apt,149,1,137,2018-08-26,5.05,1,23
12996773,Craftman Bungalow/Garden Room,44105547,Tina,,Berkeley,39.7766563388675,-105.02839982107992,Private room,85,2,17,2018-04-22,0.62,2,254
13003785,Dutch Colonial bungalow 1 block from Pearl Street,71674557,Haelee & Matt,,Platt Park,39.688942853204495,-104.97885046296999,Entire home/apt,215,3,34,2018-06-11,1.30,1,316
13005743,The Ladley Luxury Lifestyle | Walk to Mile High,71726948,Matt,,Jefferson Park,39.74879824615761,-105.0210615645738,Entire home/apt,475,2,31,2018-07-26,1.89,1,130
13013558,Newly-remodeled 1 bedroom unit close to everything,17728697,Chris & Keri,,Speer,39.713267855669955,-104.98314997911791,Entire home/apt,73,1,31,2016-12-24,1.12,1,0
13015236,Cozy bungalow in RiNo,31851949,Justin,,Five Points,39.76116626880373,-104.9784665933078,Entire home/apt,110,3,58,2018-08-19,2.81,1,18
13016382,STUNNING CONDO-18TH FLOOR MT VIEWS!,35371002,Lynne,,CBD,39.74532714253285,-104.99737750134778,Entire home/apt,80,30,5,2017-11-28,0.18,1,104
13025480,"Turn-of-the-Century Home @City Park, near Downtown",71942566,Kyle And Faith,,City Park West,39.74980279186904,-104.96001331548992,Entire home/apt,280,2,17,2018-08-26,0.62,1,95
13029504,Sunnyside Snuggler,31621,Lyndell -L-,,Sunnyside,39.776634894758224,-105.02089893770251,Entire home/apt,70,2,36,2017-07-02,1.30,1,0
13029564,Historic home top floor 2bd 1 bath,71988067,Heather,,Capitol Hill,39.72993640186883,-104.97809408274095,Entire home/apt,88,3,49,2018-07-21,1.78,1,24
13040984,Full Lower Lvl w Private Entrance in Updated Home!,11869472,Melissa,,Berkeley,39.78309735481309,-105.03745135059035,Private room,60,2,179,2018-08-17,6.85,1,64
13041992,"Quiet, Spacious and Bright!",52796721,Jack,,Lincoln Park,39.73228086869837,-105.00066819760207,Entire home/apt,75,30,269,2018-08-16,10.70,2,10
13055967,Modern Townhouse: Rooftop Views & Great Location,39464871,Samuel,,Jefferson Park,39.75082207324581,-105.01881728594854,Entire home/apt,99,1,19,2018-08-12,0.70,2,156
13059132,Cozy Studio Carriage House in Desirable Uptown!,62275890,Mary,,City Park West,39.74469883620651,-104.9677076067524,Entire home/apt,65,1,119,2018-08-21,4.41,5,284
13061228,Close to EVERYTHING Wash Park Condo,44368558,Christina,,Speer,39.71509907039925,-104.9778531608407,Entire home/apt,175,2,7,2018-04-15,0.54,1,118
13062181,Historic City Park home close to everything!,29829069,Kirk (& Kirsten),,City Park West,39.749092204468695,-104.96153031394098,Entire home/apt,400,4,1,2018-07-29,1,1,83
13066317,Potter Highlands/LoHi,72408856,Matt,,Highland,39.76702452159369,-105.02263089488326,Entire home/apt,369,2,8,2018-08-12,0.35,1,39
13077113,Convient location  - Great Rates!,72516076,Hayden,,Harvey Park,39.676881134522446,-105.0577498145492,Entire home/apt,99,1,14,2016-09-05,0.51,1,269
13078248,Lovely Bedroom and Shared Bath in Denver Highlands,20696733,Maren,,Jefferson Park,39.75820324397176,-105.02273072106625,Private room,45,2,105,2018-08-12,3.79,2,49
13081152,The Galapago Island,72560939,Mitchell,,Lincoln Park,39.73026522647649,-104.99634448936162,Private room,65,1,122,2018-08-18,4.63,1,43
13106546,One furnished bedroom in Denver's Uptown District,32719183,Dickson,,North Capitol Hill,39.74271175112412,-104.98219147180637,Private room,53,1,1,2016-05-20,0.04,1,0
13111432,Incredible Lake House! Close to Everything,72896593,Ron,,Gateway - Green Valley Ranch,39.77311393966936,-104.80539003698978,Entire home/apt,199,3,11,2016-10-28,0.43,1,269
13115354,Historic House with In-Ground Pool in Family Hood,48492804,Mario,,North Park Hill,39.75464910994339,-104.93283904684378,Entire home/apt,500,2,22,2018-08-12,0.81,1,29
13116342,"Newly Renovated 1 bedroom, East of Downtown",8070951,Tim,,Hale,39.73365241168513,-104.9352900003808,Entire home/apt,100,1,20,2016-11-27,0.73,1,0
13117272,"Charming, Beautifully Decorated Highlands Bungalow",55601809,Steve,,West Highland,39.7628865527017,-105.04656217878505,Entire home/apt,250,2,19,2018-08-12,0.70,1,33
13127177,★ Cozy Bdrm ★ Quiet/Calm/Remodeled Near DT & RiNo,367933,Matthew,,Clayton,39.765336443701024,-104.950271693289,Private room,50,5,65,2018-08-12,2.38,2,173
13129305,The Den: a private urban hideaway in arts district,73105638,Alberto,,Lincoln Park,39.7259048296805,-104.99870559874361,Private room,50,1,36,2018-08-12,1.49,1,338
13129785,DU Private room/bathroom,13035120,Rachel,,University,39.6684451245526,-104.9603904272622,Private room,40,7,0,,,1,0
13136986,Room with Queen bed lovely Central Denver,73195625,Licia,,Cory - Merrill,39.69283227913315,-104.9576546666434,Private room,55,1,72,2018-07-18,2.61,1,1
13139870,Studio to Crash in near Downtown,14090093,Leigh,,Congress Park,39.7389874139357,-104.94950412412568,Entire home/apt,45,1,3,2016-06-05,0.11,2,0
13140326,Quiet Denver Vintage House,34274795,Alison And Steve,,Virginia Village,39.687855556598514,-104.93674362706157,Entire home/apt,250,30,7,2018-06-10,0.29,5,350
13141367,Cherry Creek/Glendale Condo,73248437,Marta,,Washington Virginia Vale,39.69793326523603,-104.923978203657,Entire home/apt,99,1,75,2018-07-31,2.74,1,321
13141932,Tejon Palace: An Urban Oasis,24561537,Aycia,,Sunnyside,39.773907181174984,-105.0122445887837,Entire home/apt,650,2,19,2018-08-12,0.74,1,116
13146886,Cozy Bungalow 10 minutes from downtown,35835131,Angela,,Northeast Park Hill,39.764235850771385,-104.91080954575725,Entire home/apt,90,1,15,2017-10-08,0.56,1,0
13153127,Sunny Historic Carriage House In Heart of Denver,1490634,Alex,,Cheesman Park,39.737732221163185,-104.96943244024554,Entire home/apt,150,2,26,2017-09-04,0.95,1,0
13156741,Modern/Industrial Loft located in Downtown Denver,73450249,Christine,,Lincoln Park,39.734925513949115,-105.00465851276084,Entire home/apt,165,2,50,2018-08-05,3.67,1,333
13171100,Victorian Home Walking to Downtown & Local Sites,73601106,Leanne,,Whittier,39.75815302097249,-104.96908432579627,Entire home/apt,145,5,9,2018-03-31,0.34,1,10
13171401,Cozy home in Sunnyside! Private bed & bathroom,12861139,Shelby & Jon,,Sunnyside,39.76952654360397,-105.02021200827463,Private room,60,2,152,2018-08-14,5.60,1,60
13172589,Historic Victorian 1Bd/1Bh near heart of DT Denver,73386569,Kim,,Five Points,39.753935477415546,-104.97501593959089,Private room,49,3,156,2018-08-24,5.81,1,56
13174861,Centrally Located City Park Urban Home,73650591,Jessica,,City Park West,39.748936507032504,-104.96274055025005,Entire home/apt,280,2,25,2018-07-22,0.95,1,0
13175605,420 Friendly 91,48954452,Jack,,Sloan Lake,39.755620202198834,-105.05312274029127,Entire home/apt,109,3,69,2018-08-15,2.54,5,31
13186781,Larger bedroom with huge shelf for rent,25229782,Royel,,Congress Park,39.737027636160924,-104.94495705826766,Private room,45,1,112,2018-08-14,4.14,10,106
13186916,Room near downtown Denver,25229782,Royel,,Congress Park,39.73714188233287,-104.9432422679539,Private room,43,1,122,2018-08-12,4.50,10,72
13189674,Quiet condo a beat from the heart of Denver.,873542,Leanne,,Five Points,39.75141634351429,-104.97599925390467,Entire home/apt,140,2,134,2018-08-05,7.94,1,58
13190584,Garden Level Condo in Cap HIll,833606,Mallory,,Capitol Hill,39.73883968693048,-104.97607832502985,Entire home/apt,120,1,2,2016-06-03,0.07,1,0
13192107,"5 Star Cap Hill 3Br, Patio, Garage & walk Downtown",32093355,Joshua,,Capitol Hill,39.73675191845017,-104.97764599940562,Entire home/apt,350,3,38,2018-08-12,1.44,2,248
13193529,Welcoming Family friendly home,55341034,Mekonnen,,Gateway - Green Valley Ranch,39.77734309492707,-104.76850349617709,Entire home/apt,140,30,20,2017-03-13,0.75,3,359
13194349,Quaint West Highlands Cottage - Walk everywhere,50847379,Jp,,West Highland,39.76356520268579,-105.04398401615543,Entire home/apt,120,1,137,2018-08-14,5.02,1,317
13204273,Cozy N. Park Hill Basement,47682244,Tim,,South Park Hill,39.75064590397737,-104.90424058245425,Entire home/apt,64,2,99,2018-08-20,3.62,1,331
13207841,1909 Charming Wash Park Bungalow,43286957,Emily,,Washington Park West,39.70531199994054,-104.98108476773702,Entire home/apt,100,2,20,2018-08-11,0.77,1,0
13208029,Sunny Master Bed & Private Bath,74026223,Jake,,Baker,39.713305153442924,-104.99055141020301,Private room,84,1,135,2017-10-02,4.94,1,0
13208875,Cherry Creek High,74035509,Greg,,Cherry Creek,39.71632041692701,-104.94784842506915,Shared room,59,1,0,,,1,0
13209951,Second Basement Bedroom in City Park West,1999626,Thomas,,City Park West,39.7480994028492,-104.96144336489219,Private room,37,1,73,2018-05-29,2.80,3,32
13223264,Gorgeous 1927 Tudor Style Home 5 min to Downtown!,1363155,Melissa & Jesse,,City Park,39.74283631925316,-104.94260594824193,Entire home/apt,189,1,103,2018-08-01,3.83,4,146
13226115,Third Basement Bedroom in City Park West,1999626,Thomas,,City Park West,39.74993938477797,-104.96231166503156,Private room,37,1,41,2018-06-08,1.57,3,55
13226507,Cozy Brick House in Sunnyside,65134036,Elise,,Sunnyside,39.77253444106089,-105.00602147443735,Entire home/apt,89,3,31,2018-08-10,1.49,1,46
13238467,Luxury Modern Architecture w/Rooftop Deck/Mtn Vw,47414861,Stacy,,Berkeley,39.779304558602,-105.04544581308757,Entire home/apt,225,3,6,2018-04-25,0.35,1,313
13260989,Denver Carriage House,74646741,Beth,,Stapleton,39.75916211721248,-104.89496345946758,Entire home/apt,97,2,86,2018-08-21,3.23,1,321
13265343,Master bedroom close to Denver Downtown for rent,25229782,Royel,,Congress Park,39.73791592206473,-104.94491626008259,Private room,60,1,57,2018-08-16,2.10,10,21
13271918,Capitol Hill 1-Bedroom Condo,74776085,Marin,,Capitol Hill,39.733160948848834,-104.98164968796935,Entire home/apt,75,2,44,2018-07-29,1.64,1,0
13280979,Charming Home Highlands Square Sleeps 5!,25772700,Molly Anne,,West Highland,39.762743454727406,-105.03472935859516,Entire home/apt,149,2,2,2016-07-23,0.08,1,0
13282533,Modern home with roof deck close to city!,74905901,Patrick,,Sunnyside,39.771096994079286,-105.0008901075503,Entire home/apt,353,2,8,2018-05-27,0.40,3,0
13282917,LGBTQ Friendly Condo.,36103944,Andrew,,Capitol Hill,39.728887495019805,-104.97558869180874,Entire home/apt,140,2,0,,,1,0
13290769,Spacious queen room with private patio and bath!,74905901,Patrick,,Sunnyside,39.76979016801581,-104.99965963506986,Private room,98,2,19,2018-06-11,0.70,3,1
13291402,"Two Bedrooms, Two Bathrooms & Rooftop Deck",74905901,Patrick,,Sunnyside,39.77158917884143,-104.99947137214942,Private room,163,2,13,2017-11-01,0.48,3,52
13299991,Modern Condo in Trendy Neighborhood,10105061,Christian Julio,,Sunnyside,39.77574017063993,-105.00972127754447,Entire home/apt,150,3,8,2016-10-10,0.31,1,0
13300432,Ideally Located City Park Condo with private yard,48280813,Kevin,,South Park Hill,39.741295823964215,-104.93956523245264,Entire home/apt,145,365,14,2017-08-06,0.53,1,0
13300817,1 Bedroom apt in Baker close to Downtown Denver,40984074,Eric,,Speer,39.71666616819495,-104.9858629227787,Entire home/apt,94,1,24,2016-08-27,0.88,1,0
